,name,label
0,./data/images/fake_0001_00_02_03_207.jpg,0.0
1,./data/images/fake_0001_00_01_03_461.jpg,0.0
2,./data/images/genuine_0001_00_00_01_365.jpg,1.0
3,./data/images/fake_0001_00_00_01_166.jpg,0.0
4,./data/images/fake_0001_00_02_03_278.jpg,0.0
5,./data/images/genuine_0001_00_00_02_86.jpg,1.0
6,./data/images/fake_0001_00_01_03_428.jpg,0.0
7,./data/images/fake_0001_00_08_03_303.jpg,0.0
8,./data/images/fake_0001_00_01_03_38.jpg,0.0
9,./data/images/genuine_0001_00_00_02_254.jpg,1.0
10,./data/images/fake_0001_00_02_02_459.jpg,0.0
11,./data/images/genuine_0001_00_00_02_258.jpg,1.0
12,./data/images/fake_0001_00_00_01_382.jpg,0.0
13,./data/images/genuine_0001_00_00_01_38.jpg,1.0
14,./data/images/fake_0001_00_03_03_291.jpg,0.0
15,./data/images/fake_0001_00_01_02_152.jpg,0.0
16,./data/images/fake_0001_00_03_02_45.jpg,0.0
17,./data/images/fake_0001_00_01_03_88.jpg,0.0
18,./data/images/fake_0001_00_00_01_107.jpg,0.0
19,./data/images/genuine_0001_00_00_02_298.jpg,1.0
20,./data/images/fake_0001_00_03_02_54.jpg,0.0
21,./data/images/fake_0001_00_03_03_280.jpg,0.0
22,./data/images/genuine_0001_00_00_02_377.jpg,1.0
23,./data/images/fake_0001_00_00_01_111.jpg,0.0
24,./data/images/fake_0001_00_08_03_98.jpg,0.0
25,./data/images/genuine_0001_00_00_01_495.jpg,1.0
26,./data/images/fake_0001_00_04_03_89.jpg,0.0
27,./data/images/genuine_0001_00_00_02_332.jpg,1.0
28,./data/images/genuine_0001_00_00_01_275.jpg,1.0
29,./data/images/genuine_0001_00_00_01_89.jpg,1.0
30,./data/images/fake_0001_00_01_03_494.jpg,0.0
31,./data/images/genuine_0001_00_00_02_427.jpg,1.0
32,./data/images/fake_0001_00_08_03_136.jpg,0.0
33,./data/images/genuine_0001_00_00_02_105.jpg,1.0
34,./data/images/genuine_0001_00_00_02_53.jpg,1.0
35,./data/images/fake_0001_00_02_02_189.jpg,0.0
36,./data/images/fake_0001_00_02_02_404.jpg,0.0
37,./data/images/fake_0001_00_04_03_36.jpg,0.0
38,./data/images/fake_0001_00_08_03_222.jpg,0.0
39,./data/images/fake_0001_00_02_03_267.jpg,0.0
40,./data/images/fake_0001_00_02_03_212.jpg,0.0
41,./data/images/fake_0001_00_01_03_271.jpg,0.0
42,./data/images/genuine_0001_00_00_01_473.jpg,1.0
43,./data/images/genuine_0001_00_00_02_206.jpg,1.0
44,./data/images/genuine_0001_00_00_01_25.jpg,1.0
45,./data/images/fake_0001_00_03_02_134.jpg,0.0
46,./data/images/fake_0001_00_03_03_264.jpg,0.0
47,./data/images/fake_0001_00_03_02_242.jpg,0.0
48,./data/images/genuine_0001_00_00_01_220.jpg,1.0
49,./data/images/genuine_0001_00_00_02_250.jpg,1.0
50,./data/images/fake_0001_00_02_02_387.jpg,0.0
51,./data/images/genuine_0001_00_00_01_303.jpg,1.0
52,./data/images/fake_0001_00_04_03_49.jpg,0.0
53,./data/images/fake_0001_00_00_01_148.jpg,0.0
54,./data/images/fake_0001_00_00_01_224.jpg,0.0
55,./data/images/fake_0001_00_00_01_300.jpg,0.0
56,./data/images/fake_0001_00_04_03_72.jpg,0.0
57,./data/images/fake_0001_00_08_03_206.jpg,0.0
58,./data/images/fake_0001_00_08_03_471.jpg,0.0
59,./data/images/fake_0001_00_01_03_260.jpg,0.0
60,./data/images/fake_0001_00_00_01_314.jpg,0.0
61,./data/images/fake_0001_00_01_02_260.jpg,0.0
62,./data/images/fake_0001_00_01_03_341.jpg,0.0
63,./data/images/fake_0001_00_02_03_472.jpg,0.0
64,./data/images/fake_0001_00_02_03_125.jpg,0.0
65,./data/images/fake_0001_00_01_03_169.jpg,0.0
66,./data/images/fake_0001_00_02_03_145.jpg,0.0
67,./data/images/fake_0001_00_02_03_66.jpg,0.0
68,./data/images/fake_0001_00_03_03_4.jpg,0.0
69,./data/images/fake_0001_00_08_03_0.jpg,0.0
70,./data/images/fake_0001_00_01_03_228.jpg,0.0
71,./data/images/fake_0001_00_03_03_434.jpg,0.0
72,./data/images/fake_0001_00_04_03_130.jpg,0.0
73,./data/images/fake_0001_00_00_01_427.jpg,0.0
74,./data/images/fake_0001_00_08_03_439.jpg,0.0
75,./data/images/genuine_0001_00_00_02_485.jpg,1.0
76,./data/images/fake_0001_00_01_03_255.jpg,0.0
77,./data/images/fake_0001_00_01_03_25.jpg,0.0
78,./data/images/fake_0001_00_03_03_167.jpg,0.0
79,./data/images/fake_0001_00_01_03_244.jpg,0.0
80,./data/images/fake_0001_00_00_01_86.jpg,0.0
81,./data/images/fake_0001_00_00_01_27.jpg,0.0
82,./data/images/fake_0001_00_01_03_211.jpg,0.0
83,./data/images/fake_0001_00_02_03_88.jpg,0.0
84,./data/images/genuine_0001_00_00_02_31.jpg,1.0
85,./data/images/genuine_0001_00_00_01_181.jpg,1.0
86,./data/images/fake_0001_00_04_03_251.jpg,0.0
87,./data/images/fake_0001_00_03_03_178.jpg,0.0
88,./data/images/genuine_0001_00_00_01_480.jpg,1.0
89,./data/images/fake_0001_00_08_03_6.jpg,0.0
90,./data/images/genuine_0001_00_00_01_404.jpg,1.0
91,./data/images/genuine_0001_00_00_02_354.jpg,1.0
92,./data/images/genuine_0001_00_00_01_387.jpg,1.0
93,./data/images/fake_0001_00_00_01_378.jpg,0.0
94,./data/images/fake_0001_00_08_03_277.jpg,0.0
95,./data/images/genuine_0001_00_00_02_170.jpg,1.0
96,./data/images/fake_0001_00_02_02_116.jpg,0.0
97,./data/images/genuine_0001_00_00_01_235.jpg,1.0
98,./data/images/genuine_0001_00_00_02_192.jpg,1.0
99,./data/images/fake_0001_00_03_03_429.jpg,0.0
100,./data/images/fake_0001_00_03_03_259.jpg,0.0
101,./data/images/fake_0001_00_04_03_273.jpg,0.0
102,./data/images/genuine_0001_00_00_01_167.jpg,1.0
103,./data/images/fake_0001_00_08_03_288.jpg,0.0
104,./data/images/fake_0001_00_00_01_341.jpg,0.0
105,./data/images/genuine_0001_00_00_02_343.jpg,1.0
106,./data/images/fake_0001_00_03_03_76.jpg,0.0
107,./data/images/fake_0001_00_04_03_224.jpg,0.0
108,./data/images/fake_0001_00_00_01_18.jpg,0.0
109,./data/images/fake_0001_00_04_03_338.jpg,0.0
110,./data/images/fake_0001_00_04_03_235.jpg,0.0
111,./data/images/fake_0001_00_00_01_90.jpg,0.0
112,./data/images/fake_0001_00_03_03_496.jpg,0.0
113,./data/images/genuine_0001_00_00_02_145.jpg,1.0
114,./data/images/fake_0001_00_03_03_92.jpg,0.0
115,./data/images/fake_0001_00_08_03_38.jpg,0.0
116,./data/images/genuine_0001_00_00_02_467.jpg,1.0
117,./data/images/fake_0001_00_03_03_301.jpg,0.0
118,./data/images/genuine_0001_00_00_01_499.jpg,1.0
119,./data/images/fake_0001_00_04_03_321.jpg,0.0
120,./data/images/fake_0001_00_02_03_423.jpg,0.0
121,./data/images/fake_0001_00_03_03_367.jpg,0.0
122,./data/images/fake_0001_00_01_03_434.jpg,0.0
123,./data/images/fake_0001_00_03_02_376.jpg,0.0
124,./data/images/fake_0001_00_04_02_63.jpg,0.0
125,./data/images/genuine_0001_00_00_01_451.jpg,1.0
126,./data/images/genuine_0001_00_00_02_489.jpg,1.0
127,./data/images/fake_0001_00_02_02_152.jpg,0.0
128,./data/images/fake_0001_00_01_03_125.jpg,0.0
129,./data/images/fake_0001_00_02_03_164.jpg,0.0
130,./data/images/fake_0001_00_03_03_141.jpg,0.0
131,./data/images/fake_0001_00_08_03_314.jpg,0.0
132,./data/images/fake_0001_00_03_02_394.jpg,0.0
133,./data/images/fake_0001_00_01_03_206.jpg,0.0
134,./data/images/fake_0001_00_02_03_386.jpg,0.0
135,./data/images/genuine_0001_00_00_01_426.jpg,1.0
136,./data/images/fake_0001_00_01_03_483.jpg,0.0
137,./data/images/genuine_0001_00_00_02_496.jpg,1.0
138,./data/images/fake_0001_00_02_02_495.jpg,0.0
139,./data/images/genuine_0001_00_00_02_141.jpg,1.0
140,./data/images/fake_0001_00_03_02_152.jpg,0.0
141,./data/images/genuine_0001_00_00_01_29.jpg,1.0
142,./data/images/fake_0001_00_04_03_392.jpg,0.0
143,./data/images/fake_0001_00_00_01_95.jpg,0.0
144,./data/images/genuine_0001_00_00_02_93.jpg,1.0
145,./data/images/genuine_0001_00_00_01_268.jpg,1.0
146,./data/images/fake_0001_00_01_03_467.jpg,0.0
147,./data/images/fake_0001_00_02_03_37.jpg,0.0
148,./data/images/genuine_0001_00_00_01_213.jpg,1.0
149,./data/images/fake_0001_00_02_03_353.jpg,0.0
150,./data/images/fake_0001_00_02_02_350.jpg,0.0
151,./data/images/fake_0001_00_02_03_483.jpg,0.0
152,./data/images/genuine_0001_00_00_01_462.jpg,1.0
153,./data/images/fake_0001_00_00_01_418.jpg,0.0
154,./data/images/genuine_0001_00_00_01_239.jpg,1.0
155,./data/images/fake_0001_00_03_03_372.jpg,0.0
156,./data/images/fake_0001_00_00_01_436.jpg,0.0
157,./data/images/fake_0001_00_01_02_279.jpg,0.0
158,./data/images/fake_0001_00_08_03_400.jpg,0.0
159,./data/images/fake_0001_00_02_03_17.jpg,0.0
160,./data/images/fake_0001_00_00_01_63.jpg,0.0
161,./data/images/fake_0001_00_02_03_418.jpg,0.0
162,./data/images/genuine_0001_00_00_02_399.jpg,1.0
163,./data/images/fake_0001_00_02_02_297.jpg,0.0
164,./data/images/genuine_0001_00_00_02_401.jpg,1.0
165,./data/images/fake_0001_00_08_03_65.jpg,0.0
166,./data/images/fake_0001_00_08_03_433.jpg,0.0
167,./data/images/fake_0001_00_04_03_408.jpg,0.0
168,./data/images/fake_0001_00_04_03_217.jpg,0.0
169,./data/images/fake_0001_00_04_03_61.jpg,0.0
170,./data/images/fake_0001_00_01_02_333.jpg,0.0
171,./data/images/fake_0001_00_08_03_25.jpg,0.0
172,./data/images/fake_0001_00_04_03_365.jpg,0.0
173,./data/images/fake_0001_00_00_01_157.jpg,0.0
174,./data/images/genuine_0001_00_00_02_202.jpg,1.0
175,./data/images/genuine_0001_00_00_01_383.jpg,1.0
176,./data/images/fake_0001_00_00_01_175.jpg,0.0
177,./data/images/fake_0001_00_01_02_242.jpg,0.0
178,./data/images/fake_0001_00_00_01_404.jpg,0.0
179,./data/images/fake_0001_00_04_02_477.jpg,0.0
180,./data/images/genuine_0001_00_00_02_57.jpg,1.0
181,./data/images/genuine_0001_00_00_01_260.jpg,1.0
182,./data/images/fake_0001_00_01_03_303.jpg,0.0
183,./data/images/genuine_0001_00_00_01_217.jpg,1.0
184,./data/images/genuine_0001_00_00_01_174.jpg,1.0
185,./data/images/fake_0001_00_02_03_456.jpg,0.0
186,./data/images/fake_0001_00_03_03_103.jpg,0.0
187,./data/images/fake_0001_00_08_03_369.jpg,0.0
188,./data/images/fake_0001_00_04_02_387.jpg,0.0
189,./data/images/fake_0001_00_00_01_72.jpg,0.0
190,./data/images/genuine_0001_00_00_02_481.jpg,1.0
191,./data/images/fake_0001_00_04_03_284.jpg,0.0
192,./data/images/genuine_0001_00_00_01_415.jpg,1.0
193,./data/images/fake_0001_00_01_03_266.jpg,0.0
194,./data/images/genuine_0001_00_00_02_247.jpg,1.0
195,./data/images/fake_0001_00_02_03_261.jpg,0.0
196,./data/images/fake_0001_00_03_03_161.jpg,0.0
197,./data/images/genuine_0001_00_00_01_282.jpg,1.0
198,./data/images/fake_0001_00_01_03_32.jpg,0.0
199,./data/images/fake_0001_00_08_03_152.jpg,0.0
200,./data/images/fake_0001_00_02_03_60.jpg,0.0
201,./data/images/fake_0001_00_04_02_459.jpg,0.0
202,./data/images/fake_0001_00_04_03_327.jpg,0.0
203,./data/images/fake_0001_00_08_03_411.jpg,0.0
204,./data/images/fake_0001_00_04_03_211.jpg,0.0
205,./data/images/fake_0001_00_03_03_329.jpg,0.0
206,./data/images/fake_0001_00_03_03_450.jpg,0.0
207,./data/images/fake_0001_00_03_03_81.jpg,0.0
208,./data/images/fake_0001_00_04_03_103.jpg,0.0
209,./data/images/genuine_0001_00_00_02_441.jpg,1.0
210,./data/images/fake_0001_00_01_03_277.jpg,0.0
211,./data/images/fake_0001_00_03_03_172.jpg,0.0
212,./data/images/fake_0001_00_04_03_451.jpg,0.0
213,./data/images/fake_0001_00_02_03_337.jpg,0.0
214,./data/images/fake_0001_00_00_01_116.jpg,0.0
215,./data/images/genuine_0001_00_00_01_314.jpg,1.0
216,./data/images/fake_0001_00_00_01_125.jpg,0.0
217,./data/images/fake_0001_00_03_03_6.jpg,0.0
218,./data/images/fake_0001_00_04_03_479.jpg,0.0
219,./data/images/fake_0001_00_08_03_347.jpg,0.0
220,./data/images/fake_0001_00_02_03_109.jpg,0.0
221,./data/images/genuine_0001_00_00_02_79.jpg,1.0
222,./data/images/genuine_0001_00_00_01_448.jpg,1.0
223,./data/images/genuine_0001_00_00_01_444.jpg,1.0
224,./data/images/fake_0001_00_01_03_163.jpg,0.0
225,./data/images/fake_0001_00_02_03_391.jpg,0.0
226,./data/images/genuine_0001_00_00_01_56.jpg,1.0
227,./data/images/genuine_0001_00_00_01_271.jpg,1.0
228,./data/images/fake_0001_00_02_03_450.jpg,0.0
229,./data/images/fake_0001_00_01_03_400.jpg,0.0
230,./data/images/fake_0001_00_08_03_158.jpg,0.0
231,./data/images/fake_0001_00_08_03_336.jpg,0.0
232,./data/images/genuine_0001_00_00_02_16.jpg,1.0
233,./data/images/genuine_0001_00_00_01_279.jpg,1.0
234,./data/images/fake_0001_00_03_03_378.jpg,0.0
235,./data/images/genuine_0001_00_00_01_310.jpg,1.0
236,./data/images/fake_0001_00_00_01_198.jpg,0.0
237,./data/images/fake_0001_00_04_03_246.jpg,0.0
238,./data/images/fake_0001_00_02_03_44.jpg,0.0
239,./data/images/genuine_0001_00_00_02_452.jpg,1.0
240,./data/images/fake_0001_00_08_03_260.jpg,0.0
241,./data/images/fake_0001_00_08_03_92.jpg,0.0
242,./data/images/fake_0001_00_00_01_332.jpg,0.0
243,./data/images/fake_0001_00_08_03_428.jpg,0.0
244,./data/images/genuine_0001_00_00_02_71.jpg,1.0
245,./data/images/fake_0001_00_08_03_325.jpg,0.0
246,./data/images/genuine_0001_00_00_02_287.jpg,1.0
247,./data/images/genuine_0001_00_00_01_293.jpg,1.0
248,./data/images/genuine_0001_00_00_01_47.jpg,1.0
249,./data/images/fake_0001_00_01_03_385.jpg,0.0
250,./data/images/fake_0001_00_00_01_68.jpg,0.0
251,./data/images/genuine_0001_00_00_02_196.jpg,1.0
252,./data/images/fake_0001_00_01_03_406.jpg,0.0
253,./data/images/genuine_0001_00_00_01_81.jpg,1.0
254,./data/images/fake_0001_00_08_03_54.jpg,0.0
255,./data/images/genuine_0001_00_00_02_423.jpg,1.0
256,./data/images/fake_0001_00_00_01_445.jpg,0.0
257,./data/images/fake_0001_00_03_03_70.jpg,0.0
258,./data/images/fake_0001_00_00_01_238.jpg,0.0
259,./data/images/fake_0001_00_00_01_364.jpg,0.0
260,./data/images/fake_0001_00_08_03_239.jpg,0.0
261,./data/images/genuine_0001_00_00_01_141.jpg,1.0
262,./data/images/fake_0001_00_02_02_170.jpg,0.0
263,./data/images/fake_0001_00_03_03_361.jpg,0.0
264,./data/images/fake_0001_00_04_03_316.jpg,0.0
265,./data/images/fake_0001_00_03_03_109.jpg,0.0
266,./data/images/genuine_0001_00_00_01_361.jpg,1.0
267,./data/images/fake_0001_00_02_03_320.jpg,0.0
268,./data/images/fake_0001_00_01_03_190.jpg,0.0
269,./data/images/fake_0001_00_08_03_282.jpg,0.0
270,./data/images/fake_0001_00_01_03_44.jpg,0.0
271,./data/images/fake_0001_00_01_03_288.jpg,0.0
272,./data/images/fake_0001_00_01_03_411.jpg,0.0
273,./data/images/fake_0001_00_03_03_404.jpg,0.0
274,./data/images/genuine_0001_00_00_01_332.jpg,1.0
275,./data/images/genuine_0001_00_00_01_206.jpg,1.0
276,./data/images/fake_0001_00_02_03_412.jpg,0.0
277,./data/images/genuine_0001_00_00_02_430.jpg,1.0
278,./data/images/fake_0001_00_08_03_130.jpg,0.0
279,./data/images/fake_0001_00_02_02_63.jpg,0.0
280,./data/images/fake_0001_00_03_03_472.jpg,0.0
281,./data/images/fake_0001_00_03_02_411.jpg,0.0
282,./data/images/fake_0001_00_00_01_233.jpg,0.0
283,./data/images/fake_0001_00_01_02_64.jpg,0.0
284,./data/images/fake_0001_00_04_02_404.jpg,0.0
285,./data/images/genuine_0001_00_00_02_9.jpg,1.0
286,./data/images/fake_0001_00_02_03_5.jpg,0.0
287,./data/images/fake_0001_00_04_03_190.jpg,0.0
288,./data/images/fake_0001_00_02_03_14.jpg,0.0
289,./data/images/genuine_0001_00_00_02_185.jpg,1.0
290,./data/images/fake_0001_00_08_03_466.jpg,0.0
291,./data/images/fake_0001_00_01_02_134.jpg,0.0
292,./data/images/fake_0001_00_08_03_477.jpg,0.0
293,./data/images/fake_0001_00_00_01_409.jpg,0.0
294,./data/images/fake_0001_00_00_01_260.jpg,0.0
295,./data/images/fake_0001_00_04_03_402.jpg,0.0
296,./data/images/fake_0001_00_04_03_56.jpg,0.0
297,./data/images/genuine_0001_00_00_02_321.jpg,1.0
298,./data/images/fake_0001_00_03_02_280.jpg,0.0
299,./data/images/genuine_0001_00_00_01_325.jpg,1.0
300,./data/images/fake_0001_00_00_01_189.jpg,0.0
301,./data/images/fake_0001_00_08_03_255.jpg,0.0
302,./data/images/genuine_0001_00_00_01_101.jpg,1.0
303,./data/images/fake_0001_00_00_01_288.jpg,0.0
304,./data/images/fake_0001_00_02_03_218.jpg,0.0
305,./data/images/fake_0001_00_01_03_200.jpg,0.0
306,./data/images/fake_0001_00_01_03_71.jpg,0.0
307,./data/images/fake_0001_00_08_03_309.jpg,0.0
308,./data/images/fake_0001_00_03_03_12.jpg,0.0
309,./data/images/genuine_0001_00_00_01_78.jpg,1.0
310,./data/images/genuine_0001_00_00_02_470.jpg,1.0
311,./data/images/genuine_0001_00_00_02_0.jpg,1.0
312,./data/images/fake_0001_00_08_03_185.jpg,0.0
313,./data/images/genuine_0001_00_00_01_96.jpg,1.0
314,./data/images/genuine_0001_00_00_01_477.jpg,1.0
315,./data/images/fake_0001_00_00_01_486.jpg,0.0
316,./data/images/fake_0001_00_04_03_370.jpg,0.0
317,./data/images/fake_0001_00_01_03_99.jpg,0.0
318,./data/images/fake_0001_00_08_03_299.jpg,0.0
319,./data/images/fake_0001_00_04_02_224.jpg,0.0
320,./data/images/fake_0001_00_03_02_170.jpg,0.0
321,./data/images/genuine_0001_00_00_02_109.jpg,1.0
322,./data/images/fake_0001_00_01_02_46.jpg,0.0
323,./data/images/genuine_0001_00_00_01_422.jpg,1.0
324,./data/images/fake_0001_00_04_03_457.jpg,0.0
325,./data/images/fake_0001_00_02_03_401.jpg,0.0
326,./data/images/fake_0001_00_03_02_431.jpg,0.0
327,./data/images/genuine_0001_00_00_02_101.jpg,1.0
328,./data/images/genuine_0001_00_00_01_92.jpg,1.0
329,./data/images/fake_0001_00_02_03_359.jpg,0.0
330,./data/images/fake_0001_00_00_01_495.jpg,0.0
331,./data/images/fake_0001_00_02_03_156.jpg,0.0
332,./data/images/fake_0001_00_04_03_262.jpg,0.0
333,./data/images/fake_0001_00_02_03_461.jpg,0.0
334,./data/images/genuine_0001_00_00_02_272.jpg,1.0
335,./data/images/genuine_0001_00_00_01_21.jpg,1.0
336,./data/images/fake_0001_00_08_03_217.jpg,0.0
337,./data/images/fake_0001_00_08_03_233.jpg,0.0
338,./data/images/fake_0001_00_00_01_5.jpg,0.0
339,./data/images/genuine_0001_00_00_02_163.jpg,1.0
340,./data/images/fake_0001_00_01_02_441.jpg,0.0
341,./data/images/genuine_0001_00_00_01_307.jpg,1.0
342,./data/images/genuine_0001_00_00_01_0.jpg,1.0
343,./data/images/genuine_0001_00_00_01_419.jpg,1.0
344,./data/images/fake_0001_00_04_03_114.jpg,0.0
345,./data/images/fake_0001_00_02_03_315.jpg,0.0
346,./data/images/fake_0001_00_01_02_82.jpg,0.0
347,./data/images/genuine_0001_00_00_02_37.jpg,1.0
348,./data/images/fake_0001_00_04_03_30.jpg,0.0
349,./data/images/fake_0001_00_01_03_374.jpg,0.0
350,./data/images/fake_0001_00_04_03_50.jpg,0.0
351,./data/images/fake_0001_00_01_03_489.jpg,0.0
352,./data/images/genuine_0001_00_00_01_224.jpg,1.0
353,./data/images/fake_0001_00_02_03_294.jpg,0.0
354,./data/images/fake_0001_00_03_03_242.jpg,0.0
355,./data/images/fake_0001_00_01_03_0.jpg,0.0
356,./data/images/fake_0001_00_03_03_98.jpg,0.0
357,./data/images/fake_0001_00_04_02_206.jpg,0.0
358,./data/images/fake_0001_00_04_03_268.jpg,0.0
359,./data/images/fake_0001_00_03_03_44.jpg,0.0
360,./data/images/fake_0001_00_01_03_369.jpg,0.0
361,./data/images/fake_0001_00_08_03_163.jpg,0.0
362,./data/images/fake_0001_00_02_03_186.jpg,0.0
363,./data/images/fake_0001_00_03_02_260.jpg,0.0
364,./data/images/genuine_0001_00_00_01_12.jpg,1.0
365,./data/images/genuine_0001_00_00_01_152.jpg,1.0
366,./data/images/fake_0001_00_03_03_478.jpg,0.0
367,./data/images/fake_0001_00_03_03_54.jpg,0.0
368,./data/images/genuine_0001_00_00_02_149.jpg,1.0
369,./data/images/fake_0001_00_02_03_55.jpg,0.0
370,./data/images/fake_0001_00_04_02_279.jpg,0.0
371,./data/images/genuine_0001_00_00_02_350.jpg,1.0
372,./data/images/fake_0001_00_00_01_305.jpg,0.0
373,./data/images/genuine_0001_00_00_01_85.jpg,1.0
374,./data/images/fake_0001_00_00_01_206.jpg,0.0
375,./data/images/fake_0001_00_01_03_55.jpg,0.0
376,./data/images/fake_0001_00_01_03_174.jpg,0.0
377,./data/images/fake_0001_00_08_03_460.jpg,0.0
378,./data/images/genuine_0001_00_00_02_12.jpg,1.0
379,./data/images/fake_0001_00_00_01_170.jpg,0.0
380,./data/images/fake_0001_00_00_01_134.jpg,0.0
381,./data/images/genuine_0001_00_00_02_384.jpg,1.0
382,./data/images/fake_0001_00_02_03_489.jpg,0.0
383,./data/images/genuine_0001_00_00_02_97.jpg,1.0
384,./data/images/fake_0001_00_08_03_141.jpg,0.0
385,./data/images/fake_0001_00_01_03_299.jpg,0.0
386,./data/images/fake_0001_00_04_03_196.jpg,0.0
387,./data/images/genuine_0001_00_00_02_365.jpg,1.0
388,./data/images/fake_0001_00_00_01_459.jpg,0.0
389,./data/images/genuine_0001_00_00_01_354.jpg,1.0
390,./data/images/fake_0001_00_08_03_341.jpg,0.0
391,./data/images/fake_0001_00_02_03_331.jpg,0.0
392,./data/images/fake_0001_00_00_01_77.jpg,0.0
393,./data/images/fake_0001_00_02_03_272.jpg,0.0
394,./data/images/fake_0001_00_03_02_357.jpg,0.0
395,./data/images/fake_0001_00_00_01_36.jpg,0.0
396,./data/images/fake_0001_00_01_02_206.jpg,0.0
397,./data/images/fake_0001_00_04_03_109.jpg,0.0
398,./data/images/fake_0001_00_01_03_325.jpg,0.0
399,./data/images/fake_0001_00_00_01_337.jpg,0.0
400,./data/images/fake_0001_00_02_02_440.jpg,0.0
